date,PIB_value,PIB_var
2004-10-21,12640938.0,0.023
2004-10-22,12643902.25,0.023
2004-10-23,12646866.5,0.023
2004-10-24,12649830.75,0.023
2004-10-25,12652795.0,0.023
2004-10-26,12655759.25,0.023
2004-10-27,12658723.5,0.023
2004-10-28,12661687.75,0.023
2004-10-29,12664652.0,0.023
2004-10-30,12667616.25,0.023
2004-10-31,12670580.5,0.023
2004-11-01,12673544.75,0.023
2004-11-02,12676509.0,0.023
2004-11-03,12679473.25,0.023
2004-11-04,12682437.5,0.023
2004-11-05,12685401.75,0.023
2004-11-06,12688366.0,0.023
2004-11-07,12691330.25,0.023
2004-11-08,12694294.5,0.023
2004-11-09,12697258.75,0.023
2004-11-10,12700223.0,0.023
2004-11-11,12703187.25,0.023
2004-11-12,12706151.5,0.023
2004-11-13,12709115.75,0.023
2004-11-14,12712080.0,0.023
2004-11-15,12715044.25,0.023
2004-11-16,12718008.5,0.023
2004-11-17,12720972.75,0.023
2004-11-18,12723937.0,0.023
2004-11-19,12726901.25,0.023
2004-11-20,12729865.5,0.023
2004-11-21,12732829.75,0.023
2004-11-22,12735794.0,0.023
2004-11-23,12738758.25,0.023
2004-11-24,12741722.5,0.023
2004-11-25,12744686.75,0.023
2004-11-26,12747651.0,0.023
2004-11-27,12750615.25,0.023
2004-11-28,12753579.5,0.023
2004-11-29,12756543.75,0.023
2004-11-30,12759508.0,0.023
2004-12-01,12762472.25,0.023
2004-12-02,12765436.5,0.023
2004-12-03,12768400.75,0.023
2004-12-04,12771365.0,0.023
2004-12-05,12774329.25,0.023
2004-12-06,12777293.5,0.023
2004-12-07,12780257.75,0.023
2004-12-08,12783222.0,0.023
2004-12-09,12786186.25,0.023
2004-12-10,12789150.5,0.023
2004-12-11,12792114.75,0.023
2004-12-12,12795079.0,0.023
2004-12-13,12798043.25,0.023
2004-12-14,12801007.5,0.023
2004-12-15,12803971.75,0.023
2004-12-16,12806936.0,0.023
2004-12-17,12809900.25,0.023
2004-12-18,12812864.5,0.023
2004-12-19,12815828.75,0.023
2004-12-20,12818793.0,0.023
2004-12-21,12821757.25,0.023
2004-12-22,12824721.5,0.023
2004-12-23,12827685.75,0.023
2004-12-24,12830650.0,0.023
2004-12-25,12833614.25,0.023
2004-12-26,12836578.5,0.023
2004-12-27,12839542.75,0.023
2004-12-28,12842507.0,0.023
2004-12-29,12845471.25,0.023
2004-12-30,12848435.5,0.023
2004-12-31,12851399.75,0.023
2005-01-01,12854364.0,0.023
2005-01-02,12855948.822222222,0.012
2005-01-03,12857533.644444445,0.012
2005-01-04,12859118.466666667,0.012
2005-01-05,12860703.288888888,0.012
2005-01-06,12862288.111111112,0.012
2005-01-07,12863872.933333334,0.012
2005-01-08,12865457.755555555,0.012
2005-01-09,12867042.577777777,0.012
2005-01-10,12868627.4,0.012
2005-01-11,12870212.222222222,0.012
2005-01-12,12871797.044444444,0.012
2005-01-13,12873381.866666667,0.012
2005-01-14,12874966.688888889,0.012
2005-01-15,12876551.51111111,0.012
2005-01-16,12878136.333333334,0.012
2005-01-17,12879721.155555556,0.012
2005-01-18,12881305.977777777,0.012
2005-01-19,12882890.8,0.012
2005-01-20,12884475.622222222,0.012
2005-01-21,12886060.444444444,0.012
2005-01-22,12887645.266666668,0.012
2005-01-23,12889230.08888889,0.012
2005-01-24,12890814.91111111,0.012
2005-01-25,12892399.733333332,0.012
2005-01-26,12893984.555555556,0.012
2005-01-27,12895569.377777778,0.012
2005-01-28,12897154.2,0.012
2005-01-29,12898739.022222223,0.012
2005-01-30,12900323.844444444,0.012
2005-01-31,12901908.666666666,0.012
2005-02-01,12903493.48888889,0.012
2005-02-02,12905078.311111111,0.012
2005-02-03,12906663.133333333,0.012
2005-02-04,12908247.955555556,0.012
2005-02-05,12909832.777777778,0.012
2005-02-06,12911417.6,0.012
2005-02-07,12913002.422222223,0.012
2005-02-08,12914587.244444445,0.012
2005-02-09,12916172.066666666,0.012
2005-02-10,12917756.888888888,0.012
2005-02-11,12919341.711111112,0.012
2005-02-12,12920926.533333333,0.012
2005-02-13,12922511.355555555,0.012
2005-02-14,12924096.177777778,0.012
2005-02-15,12925681.0,0.012
2005-02-16,12927265.822222222,0.012
2005-02-17,12928850.644444445,0.012
2005-02-18,12930435.466666667,0.012
2005-02-19,12932020.288888888,0.012
2005-02-20,12933605.111111112,0.012
2005-02-21,12935189.933333334,0.012
2005-02-22,12936774.755555555,0.012
2005-02-23,12938359.577777777,0.012
2005-02-24,12939944.4,0.012
2005-02-25,12941529.222222222,0.012
2005-02-26,12943114.044444444,0.012
2005-02-27,12944698.866666667,0.012
2005-02-28,12946283.688888889,0.012
2005-03-01,12947868.51111111,0.012
2005-03-02,12949453.333333334,0.012
2005-03-03,12951038.155555556,0.012
2005-03-04,12952622.977777777,0.012
2005-03-05,12954207.8,0.012
2005-03-06,12955792.622222222,0.012
2005-03-07,12957377.444444444,0.012
2005-03-08,12958962.266666668,0.012
2005-03-09,12960547.08888889,0.012
2005-03-10,12962131.91111111,0.012
2005-03-11,12963716.733333332,0.012
2005-03-12,12965301.555555556,0.012
2005-03-13,12966886.377777778,0.012
2005-03-14,12968471.2,0.012
2005-03-15,12970056.022222223,0.012
2005-03-16,12971640.844444444,0.012
2005-03-17,12973225.666666666,0.012
2005-03-18,12974810.48888889,0.012
2005-03-19,12976395.311111111,0.012
2005-03-20,12977980.133333333,0.012
2005-03-21,12979564.955555556,0.012
2005-03-22,12981149.777777778,0.012
2005-03-23,12982734.6,0.012
2005-03-24,12984319.422222223,0.012
2005-03-25,12985904.244444445,0.012
2005-03-26,12987489.066666666,0.012
2005-03-27,12989073.888888888,0.012
2005-03-28,12990658.711111112,0.012
2005-03-29,12992243.533333333,0.012
2005-03-30,12993828.355555555,0.012
2005-03-31,12995413.177777778,0.012
2005-04-01,12996998.0,0.012
2005-04-02,12999510.857142856,0.019
2005-04-03,13002023.714285715,0.019
2005-04-04,13004536.57142857,0.019
2005-04-05,13007049.42857143,0.019
2005-04-06,13009562.285714285,0.019
2005-04-07,13012075.142857144,0.019
2005-04-08,13014588.0,0.019
2005-04-09,13017100.857142856,0.019
2005-04-10,13019613.714285715,0.019
2005-04-11,13022126.57142857,0.019
2005-04-12,13024639.42857143,0.019
2005-04-13,13027152.285714285,0.019
2005-04-14,13029665.142857144,0.019
2005-04-15,13032178.0,0.019
2005-04-16,13034690.857142856,0.019
2005-04-17,13037203.714285715,0.019
2005-04-18,13039716.57142857,0.019
2005-04-19,13042229.42857143,0.019
2005-04-20,13044742.285714285,0.019
2005-04-21,13047255.142857144,0.019
2005-04-22,13049768.0,0.019
2005-04-23,13052280.857142856,0.019
2005-04-24,13054793.714285715,0.019
2005-04-25,13057306.57142857,0.019
2005-04-26,13059819.42857143,0.019
2005-04-27,13062332.285714285,0.019
2005-04-28,13064845.142857144,0.019
2005-04-29,13067358.0,0.019
2005-04-30,13069870.857142856,0.019
2005-05-01,13072383.714285715,0.019
2005-05-02,13074896.57142857,0.019
2005-05-03,13077409.42857143,0.019
2005-05-04,13079922.285714285,0.019
2005-05-05,13082435.142857144,0.019
2005-05-06,13084948.0,0.019
2005-05-07,13087460.857142856,0.019
2005-05-08,13089973.714285715,0.019
2005-05-09,13092486.57142857,0.019
2005-05-10,13094999.42857143,0.019
2005-05-11,13097512.285714285,0.019
2005-05-12,13100025.142857144,0.019
2005-05-13,13102538.0,0.019
2005-05-14,13105050.857142856,0.019
2005-05-15,13107563.714285715,0.019
2005-05-16,13110076.57142857,0.019
2005-05-17,13112589.42857143,0.019
2005-05-18,13115102.285714285,0.019
2005-05-19,13117615.142857144,0.019
2005-05-20,13120128.0,0.019
2005-05-21,13122640.857142856,0.019
2005-05-22,13125153.714285715,0.019
2005-05-23,13127666.57142857,0.019
2005-05-24,13130179.42857143,0.019
2005-05-25,13132692.285714285,0.019
2005-05-26,13135205.142857144,0.019
2005-05-27,13137718.0,0.019
2005-05-28,13140230.857142856,0.019
2005-05-29,13142743.714285715,0.019
2005-05-30,13145256.57142857,0.019
2005-05-31,13147769.42857143,0.019
2005-06-01,13150282.285714285,0.019
2005-06-02,13152795.142857144,0.019
2005-06-03,13155308.0,0.019
2005-06-04,13157820.857142856,0.019
2005-06-05,13160333.714285715,0.019
2005-06-06,13162846.57142857,0.019
2005-06-07,13165359.42857143,0.019
2005-06-08,13167872.285714285,0.019
2005-06-09,13170385.142857144,0.019
2005-06-10,13172898.0,0.019
2005-06-11,13175410.857142856,0.019
2005-06-12,13177923.714285715,0.019
2005-06-13,13180436.57142857,0.019
2005-06-14,13182949.42857143,0.019
2005-06-15,13185462.285714285,0.019
2005-06-16,13187975.142857144,0.019
2005-06-17,13190488.0,0.019
2005-06-18,13193000.857142856,0.019
2005-06-19,13195513.714285715,0.019
2005-06-20,13198026.57142857,0.019
2005-06-21,13200539.42857143,0.019
2005-06-22,13203052.285714285,0.019
2005-06-23,13205565.142857144,0.019
2005-06-24,13208078.0,0.019
2005-06-25,13210590.857142856,0.019
2005-06-26,13213103.714285715,0.019
2005-06-27,13215616.57142857,0.019
2005-06-28,13218129.42857143,0.019
2005-06-29,13220642.285714285,0.019
2005-06-30,13223155.142857144,0.019
2005-07-01,13225668.0,0.019
2005-07-02,13227334.206521738,0.013
2005-07-03,13229000.413043479,0.013
2005-07-04,13230666.619565217,0.013
2005-07-05,13232332.826086957,0.013
2005-07-06,13233999.032608695,0.013
2005-07-07,13235665.239130436,0.013
2005-07-08,13237331.445652174,0.013
2005-07-09,13238997.652173912,0.013
2005-07-10,13240663.858695652,0.013
2005-07-11,13242330.06521739,0.013
2005-07-12,13243996.27173913,0.013
2005-07-13,13245662.47826087,0.013
2005-07-14,13247328.68478261,0.013
2005-07-15,13248994.891304348,0.013
2005-07-16,13250661.097826088,0.013
2005-07-17,13252327.304347826,0.013
2005-07-18,13253993.510869564,0.013
2005-07-19,13255659.717391305,0.013
2005-07-20,13257325.923913043,0.013
2005-07-21,13258992.130434783,0.013
2005-07-22,13260658.336956521,0.013
2005-07-23,13262324.543478262,0.013
2005-07-24,13263990.75,0.013
2005-07-25,13265656.956521738,0.013
2005-07-26,13267323.163043479,0.013
2005-07-27,13268989.369565217,0.013
2005-07-28,13270655.576086957,0.013
2005-07-29,13272321.782608695,0.013
2005-07-30,13273987.989130436,0.013
2005-07-31,13275654.195652174,0.013
2005-08-01,13277320.402173912,0.013
2005-08-02,13278986.608695652,0.013
2005-08-03,13280652.81521739,0.013
2005-08-04,13282319.02173913,0.013
2005-08-05,13283985.22826087,0.013
2005-08-06,13285651.43478261,0.013
2005-08-07,13287317.641304348,0.013
2005-08-08,13288983.847826088,0.013
2005-08-09,13290650.054347826,0.013
2005-08-10,13292316.260869564,0.013
2005-08-11,13293982.467391305,0.013
2005-08-12,13295648.673913043,0.013
2005-08-13,13297314.880434783,0.013
2005-08-14,13298981.086956521,0.013
2005-08-15,13300647.293478262,0.013
2005-08-16,13302313.5,0.013
2005-08-17,13303979.706521738,0.013
2005-08-18,13305645.913043479,0.013
2005-08-19,13307312.119565217,0.013
2005-08-20,13308978.326086957,0.013
2005-08-21,13310644.532608695,0.013
2005-08-22,13312310.739130436,0.013
2005-08-23,13313976.945652174,0.013
2005-08-24,13315643.152173912,0.013
2005-08-25,13317309.358695652,0.013
2005-08-26,13318975.56521739,0.013
2005-08-27,13320641.77173913,0.013
2005-08-28,13322307.97826087,0.013
2005-08-29,13323974.18478261,0.013
2005-08-30,13325640.391304348,0.013
2005-08-31,13327306.597826088,0.013
2005-09-01,13328972.804347826,0.013
2005-09-02,13330639.010869564,0.013
2005-09-03,13332305.217391305,0.012
2005-09-04,13333971.423913043,0.012
2005-09-05,13335637.630434783,0.012
2005-09-06,13337303.836956521,0.012
2005-09-07,13338970.043478262,0.012
2005-09-08,13340636.25,0.012
2005-09-09,13342302.456521738,0.012
2005-09-10,13343968.663043479,0.012
2005-09-11,13345634.869565217,0.012
2005-09-12,13347301.076086957,0.012
2005-09-13,13348967.282608695,0.012
2005-09-14,13350633.489130436,0.012
2005-09-15,13352299.695652174,0.012
2005-09-16,13353965.902173912,0.012
2005-09-17,13355632.108695652,0.012
2005-09-18,13357298.31521739,0.012
2005-09-19,13358964.52173913,0.012
2005-09-20,13360630.72826087,0.012
2005-09-21,13362296.93478261,0.012
2005-09-22,13363963.141304348,0.012
2005-09-23,13365629.347826088,0.012
2005-09-24,13367295.554347826,0.012
2005-09-25,13368961.760869564,0.012
2005-09-26,13370627.967391305,0.012
2005-09-27,13372294.173913043,0.012
2005-09-28,13373960.380434783,0.012
2005-09-29,13375626.586956521,0.012
2005-09-30,13377292.793478262,0.012
2005-10-01,13378959.0,0.012
2005-10-02,13381958.923913043,0.022000000000000002
2005-10-03,13384958.847826088,0.022000000000000002
2005-10-04,13387958.77173913,0.022000000000000002
2005-10-05,13390958.695652174,0.022000000000000002
2005-10-06,13393958.619565217,0.022000000000000002
2005-10-07,13396958.543478262,0.022000000000000002
2005-10-08,13399958.467391305,0.022000000000000002
2005-10-09,13402958.391304348,0.022000000000000002
2005-10-10,13405958.31521739,0.022000000000000002
2005-10-11,13408958.239130436,0.022000000000000002
2005-10-12,13411958.163043479,0.022000000000000002
2005-10-13,13414958.086956521,0.022000000000000002
2005-10-14,13417958.010869564,0.022000000000000002
2005-10-15,13420957.93478261,0.022000000000000002
2005-10-16,13423957.858695652,0.022000000000000002
2005-10-17,13426957.782608695,0.022000000000000002
2005-10-18,13429957.706521738,0.022000000000000002
2005-10-19,13432957.630434783,0.022000000000000002
2005-10-20,13435957.554347826,0.022000000000000002
2005-10-21,13438957.47826087,0.022000000000000002
2005-10-22,13441957.402173912,0.022000000000000002
2005-10-23,13444957.326086957,0.022000000000000002
2005-10-24,13447957.25,0.022000000000000002
2005-10-25,13450957.173913043,0.022000000000000002
2005-10-26,13453957.097826088,0.022000000000000002
2005-10-27,13456957.02173913,0.022000000000000002
2005-10-28,13459956.945652174,0.022000000000000002
2005-10-29,13462956.869565217,0.022000000000000002
2005-10-30,13465956.793478262,0.022000000000000002
2005-10-31,13468956.717391305,0.022000000000000002
2005-11-01,13471956.641304348,0.022000000000000002
2005-11-02,13474956.56521739,0.022000000000000002
2005-11-03,13477956.489130436,0.022000000000000002
2005-11-04,13480956.413043479,0.022000000000000002
2005-11-05,13483956.336956521,0.022000000000000002
2005-11-06,13486956.260869564,0.022000000000000002
2005-11-07,13489956.18478261,0.022000000000000002
2005-11-08,13492956.108695652,0.022000000000000002
2005-11-09,13495956.032608695,0.022000000000000002
2005-11-10,13498955.956521738,0.022000000000000002
2005-11-11,13501955.880434783,0.022000000000000002
2005-11-12,13504955.804347826,0.022000000000000002
2005-11-13,13507955.72826087,0.022000000000000002
2005-11-14,13510955.652173912,0.022000000000000002
2005-11-15,13513955.576086957,0.022000000000000002
2005-11-16,13516955.5,0.022000000000000002
2005-11-17,13519955.423913043,0.022000000000000002
2005-11-18,13522955.347826088,0.022000000000000002
2005-11-19,13525955.27173913,0.022000000000000002
2005-11-20,13528955.195652174,0.022000000000000002
2005-11-21,13531955.119565217,0.022000000000000002
2005-11-22,13534955.043478262,0.022000000000000002
2005-11-23,13537954.967391305,0.022000000000000002
2005-11-24,13540954.891304348,0.022000000000000002
2005-11-25,13543954.81521739,0.022000000000000002
2005-11-26,13546954.739130436,0.022000000000000002
2005-11-27,13549954.663043479,0.022000000000000002
2005-11-28,13552954.586956521,0.022000000000000002
2005-11-29,13555954.510869564,0.022000000000000002
2005-11-30,13558954.43478261,0.022000000000000002
2005-12-01,13561954.358695652,0.022000000000000002
2005-12-02,13564954.282608695,0.022000000000000002
2005-12-03,13567954.206521738,0.022000000000000002
2005-12-04,13570954.130434783,0.022000000000000002
2005-12-05,13573954.054347826,0.022000000000000002
2005-12-06,13576953.97826087,0.022000000000000002
2005-12-07,13579953.902173912,0.022000000000000002
2005-12-08,13582953.826086957,0.022000000000000002
2005-12-09,13585953.75,0.022000000000000002
2005-12-10,13588953.673913043,0.022000000000000002
2005-12-11,13591953.597826088,0.022000000000000002
2005-12-12,13594953.52173913,0.022000000000000002
2005-12-13,13597953.445652174,0.022000000000000002
2005-12-14,13600953.369565217,0.022000000000000002
2005-12-15,13603953.293478262,0.022000000000000002
2005-12-16,13606953.217391305,0.022000000000000002
2005-12-17,13609953.141304348,0.022000000000000002
2005-12-18,13612953.06521739,0.022000000000000002
2005-12-19,13615952.989130436,0.022000000000000002
2005-12-20,13618952.913043479,0.022000000000000002
2005-12-21,13621952.836956521,0.022000000000000002
2005-12-22,13624952.760869564,0.022000000000000002
2005-12-23,13627952.68478261,0.022000000000000002
2005-12-24,13630952.608695652,0.022000000000000002
2005-12-25,13633952.532608695,0.022000000000000002
2005-12-26,13636952.456521738,0.022000000000000002
2005-12-27,13639952.380434783,0.022000000000000002
2005-12-28,13642952.304347826,0.022000000000000002
2005-12-29,13645952.22826087,0.022000000000000002
2005-12-30,13648952.152173912,0.022000000000000002
2005-12-31,13651952.076086957,0.022000000000000002
2006-01-01,13654952.0,0.022000000000000002
2006-01-02,13656595.611111112,0.012
2006-01-03,13658239.222222222,0.012
2006-01-04,13659882.833333334,0.012
2006-01-05,13661526.444444444,0.012
2006-01-06,13663170.055555556,0.012
2006-01-07,13664813.666666666,0.012
2006-01-08,13666457.277777778,0.012
2006-01-09,13668100.888888888,0.012
2006-01-10,13669744.5,0.012
2006-01-11,13671388.111111112,0.012
2006-01-12,13673031.722222222,0.012
2006-01-13,13674675.333333334,0.012
2006-01-14,13676318.944444444,0.012
2006-01-15,13677962.555555556,0.012
2006-01-16,13679606.166666666,0.012
2006-01-17,13681249.777777778,0.012
2006-01-18,13682893.388888888,0.012
2006-01-19,13684537.0,0.012
2006-01-20,13686180.611111112,0.012
2006-01-21,13687824.222222222,0.012
2006-01-22,13689467.833333334,0.012
2006-01-23,13691111.444444444,0.012
2006-01-24,13692755.055555556,0.012
2006-01-25,13694398.666666666,0.012
2006-01-26,13696042.277777778,0.012
2006-01-27,13697685.888888888,0.012
2006-01-28,13699329.5,0.012
2006-01-29,13700973.111111112,0.012
2006-01-30,13702616.722222222,0.012
2006-01-31,13704260.333333334,0.012
2006-02-01,13705903.944444444,0.012
2006-02-02,13707547.555555556,0.012
2006-02-03,13709191.166666666,0.012
2006-02-04,13710834.777777778,0.012
2006-02-05,13712478.388888888,0.012
2006-02-06,13714122.0,0.012
2006-02-07,13715765.611111112,0.012
2006-02-08,13717409.222222222,0.012
2006-02-09,13719052.833333334,0.012
2006-02-10,13720696.444444444,0.012
2006-02-11,13722340.055555556,0.012
2006-02-12,13723983.666666666,0.012
2006-02-13,13725627.277777778,0.012
2006-02-14,13727270.888888888,0.012
2006-02-15,13728914.5,0.012
2006-02-16,13730558.111111112,0.012
2006-02-17,13732201.722222222,0.012
2006-02-18,13733845.333333334,0.012
2006-02-19,13735488.944444444,0.012
2006-02-20,13737132.555555556,0.012
2006-02-21,13738776.166666666,0.012
2006-02-22,13740419.777777778,0.012
2006-02-23,13742063.388888888,0.012
2006-02-24,13743707.0,0.012
2006-02-25,13745350.611111112,0.012
2006-02-26,13746994.222222222,0.012
2006-02-27,13748637.833333334,0.012
2006-02-28,13750281.444444444,0.012
2006-03-01,13751925.055555556,0.012
2006-03-02,13753568.666666666,0.012
2006-03-03,13755212.277777778,0.012
2006-03-04,13756855.888888888,0.012
2006-03-05,13758499.5,0.012
2006-03-06,13760143.111111112,0.012
2006-03-07,13761786.722222222,0.012
2006-03-08,13763430.333333334,0.012
2006-03-09,13765073.944444444,0.012
2006-03-10,13766717.555555556,0.012
2006-03-11,13768361.166666666,0.012
2006-03-12,13770004.777777778,0.012
2006-03-13,13771648.388888888,0.012
2006-03-14,13773292.0,0.012
2006-03-15,13774935.611111112,0.012
2006-03-16,13776579.222222222,0.012
2006-03-17,13778222.833333334,0.012
2006-03-18,13779866.444444444,0.012
2006-03-19,13781510.055555556,0.012
2006-03-20,13783153.666666666,0.012
2006-03-21,13784797.277777778,0.012
2006-03-22,13786440.888888888,0.012
2006-03-23,13788084.5,0.012
2006-03-24,13789728.111111112,0.012
2006-03-25,13791371.722222222,0.012
2006-03-26,13793015.333333334,0.012
2006-03-27,13794658.944444444,0.012
2006-03-28,13796302.555555556,0.012
2006-03-29,13797946.166666666,0.012
2006-03-30,13799589.777777778,0.012
2006-03-31,13801233.388888888,0.012
2006-04-01,13802877.0,0.012
2006-04-02,13804017.318681318,0.008
2006-04-03,13805157.637362637,0.008
2006-04-04,13806297.956043957,0.008
2006-04-05,13807438.274725275,0.008
2006-04-06,13808578.593406593,0.008
2006-04-07,13809718.912087912,0.008
2006-04-08,13810859.23076923,0.008
2006-04-09,13811999.54945055,0.008
2006-04-10,13813139.868131869,0.008
2006-04-11,13814280.186813187,0.008
2006-04-12,13815420.505494505,0.008
2006-04-13,13816560.824175823,0.008
2006-04-14,13817701.142857144,0.008
2006-04-15,13818841.461538462,0.008
2006-04-16,13819981.78021978,0.008
2006-04-17,13821122.098901099,0.008
2006-04-18,13822262.417582417,0.008
2006-04-19,13823402.736263737,0.008
2006-04-20,13824543.054945055,0.008
2006-04-21,13825683.373626374,0.008
2006-04-22,13826823.692307692,0.008
2006-04-23,13827964.01098901,0.008
2006-04-24,13829104.32967033,0.008
2006-04-25,13830244.648351649,0.008
2006-04-26,13831384.967032967,0.008
2006-04-27,13832525.285714285,0.008
2006-04-28,13833665.604395604,0.008
2006-04-29,13834805.923076924,0.008
2006-04-30,13835946.241758242,0.008
2006-05-01,13837086.56043956,0.008
2006-05-02,13838226.879120879,0.008
2006-05-03,13839367.197802197,0.008
2006-05-04,13840507.516483517,0.008
2006-05-05,13841647.835164836,0.008
2006-05-06,13842788.153846154,0.008
2006-05-07,13843928.472527472,0.008
2006-05-08,13845068.79120879,0.008
2006-05-09,13846209.10989011,0.008
2006-05-10,13847349.42857143,0.008
2006-05-11,13848489.747252747,0.008
2006-05-12,13849630.065934066,0.008
2006-05-13,13850770.384615384,0.008
2006-05-14,13851910.703296704,0.008
2006-05-15,13853051.021978023,0.008
2006-05-16,13854191.34065934,0.008
2006-05-17,13855331.65934066,0.008
2006-05-18,13856471.978021977,0.008
2006-05-19,13857612.296703296,0.008
2006-05-20,13858752.615384616,0.008
2006-05-21,13859892.934065934,0.008
2006-05-22,13861033.252747253,0.008
2006-05-23,13862173.57142857,0.008
2006-05-24,13863313.89010989,0.008
2006-05-25,13864454.20879121,0.008
2006-05-26,13865594.527472528,0.008
2006-05-27,13866734.846153846,0.008
2006-05-28,13867875.164835164,0.008
2006-05-29,13869015.483516483,0.008
2006-05-30,13870155.802197803,0.008
2006-05-31,13871296.120879121,0.008
2006-06-01,13872436.43956044,0.008
2006-06-02,13873576.758241758,0.008
2006-06-03,13874717.076923076,0.008
2006-06-04,13875857.395604396,0.008
2006-06-05,13876997.714285715,0.008
2006-06-06,13878138.032967033,0.008
2006-06-07,13879278.351648351,0.008
2006-06-08,13880418.67032967,0.008
2006-06-09,13881558.98901099,0.008
2006-06-10,13882699.307692308,0.008
2006-06-11,13883839.626373626,0.008
2006-06-12,13884979.945054945,0.008
2006-06-13,13886120.263736263,0.008
2006-06-14,13887260.582417583,0.008
2006-06-15,13888400.901098901,0.008
2006-06-16,13889541.21978022,0.008
2006-06-17,13890681.538461538,0.008
2006-06-18,13891821.857142856,0.008
2006-06-19,13892962.175824177,0.008
2006-06-20,13894102.494505495,0.008
2006-06-21,13895242.813186813,0.008
2006-06-22,13896383.131868131,0.008
2006-06-23,13897523.45054945,0.008
2006-06-24,13898663.76923077,0.008
2006-06-25,13899804.087912088,0.008
2006-06-26,13900944.406593407,0.008
2006-06-27,13902084.725274725,0.008
2006-06-28,13903225.043956043,0.008
2006-06-29,13904365.362637363,0.008
2006-06-30,13905505.681318682,0.008
2006-07-01,13906646.0,0.008
2006-07-02,13908570.467391305,0.013999999999999999
2006-07-03,13910494.93478261,0.013999999999999999
2006-07-04,13912419.402173912,0.013999999999999999
2006-07-05,13914343.869565217,0.013999999999999999
2006-07-06,13916268.336956521,0.013999999999999999
2006-07-07,13918192.804347826,0.013999999999999999
2006-07-08,13920117.27173913,0.013999999999999999
2006-07-09,13922041.739130436,0.013999999999999999
2006-07-10,13923966.206521738,0.013999999999999999
2006-07-11,13925890.673913043,0.013999999999999999
2006-07-12,13927815.141304348,0.013999999999999999
2006-07-13,13929739.608695652,0.013999999999999999
2006-07-14,13931664.076086957,0.013999999999999999
2006-07-15,13933588.543478262,0.013999999999999999
2006-07-16,13935513.010869564,0.013999999999999999
2006-07-17,13937437.47826087,0.013999999999999999
2006-07-18,13939361.945652174,0.013999999999999999
2006-07-19,13941286.413043479,0.013999999999999999
2006-07-20,13943210.880434783,0.013999999999999999
2006-07-21,13945135.347826088,0.013999999999999999
2006-07-22,13947059.81521739,0.013999999999999999
2006-07-23,13948984.282608695,0.013999999999999999
2006-07-24,13950908.75,0.013999999999999999
2006-07-25,13952833.217391305,0.013999999999999999
2006-07-26,13954757.68478261,0.013999999999999999
2006-07-27,13956682.152173912,0.013999999999999999
2006-07-28,13958606.619565217,0.013999999999999999
2006-07-29,13960531.086956521,0.013999999999999999
2006-07-30,13962455.554347826,0.013999999999999999
2006-07-31,13964380.02173913,0.013999999999999999
2006-08-01,13966304.489130436,0.013999999999999999
2006-08-02,13968228.956521738,0.013999999999999999
2006-08-03,13970153.423913043,0.013999999999999999
2006-08-04,13972077.891304348,0.013999999999999999
2006-08-05,13974002.358695652,0.013999999999999999
2006-08-06,13975926.826086957,0.013999999999999999
2006-08-07,13977851.293478262,0.013999999999999999
2006-08-08,13979775.760869564,0.013999999999999999
2006-08-09,13981700.22826087,0.013999999999999999
2006-08-10,13983624.695652174,0.013999999999999999
2006-08-11,13985549.163043479,0.013999999999999999
2006-08-12,13987473.630434783,0.013999999999999999
2006-08-13,13989398.097826088,0.013999999999999999
2006-08-14,13991322.56521739,0.013999999999999999
2006-08-15,13993247.032608695,0.013999999999999999
2006-08-16,13995171.5,0.013999999999999999
2006-08-17,13997095.967391305,0.013999999999999999
2006-08-18,13999020.43478261,0.013999999999999999
2006-08-19,14000944.902173912,0.013999999999999999
2006-08-20,14002869.369565217,0.013999999999999999
2006-08-21,14004793.836956521,0.013999999999999999
2006-08-22,14006718.304347826,0.013999999999999999
2006-08-23,14008642.77173913,0.013999999999999999
2006-08-24,14010567.239130436,0.013999999999999999
2006-08-25,14012491.706521738,0.013999999999999999
2006-08-26,14014416.173913043,0.013999999999999999
2006-08-27,14016340.641304348,0.013999999999999999
2006-08-28,14018265.108695652,0.013999999999999999
2006-08-29,14020189.576086957,0.013999999999999999
2006-08-30,14022114.043478262,0.013999999999999999
2006-08-31,14024038.510869564,0.013999999999999999
2006-09-01,14025962.97826087,0.013999999999999999
2006-09-02,14027887.445652174,0.013999999999999999
2006-09-03,14029811.913043479,0.013999999999999999
2006-09-04,14031736.380434783,0.013999999999999999
2006-09-05,14033660.847826088,0.013999999999999999
2006-09-06,14035585.31521739,0.013999999999999999
2006-09-07,14037509.782608695,0.013999999999999999
2006-09-08,14039434.25,0.013999999999999999
2006-09-09,14041358.717391305,0.013999999999999999
2006-09-10,14043283.18478261,0.013999999999999999
2006-09-11,14045207.652173912,0.013999999999999999
2006-09-12,14047132.119565217,0.013999999999999999
2006-09-13,14049056.586956521,0.013999999999999999
2006-09-14,14050981.054347826,0.013999999999999999
2006-09-15,14052905.52173913,0.013999999999999999
2006-09-16,14054829.989130436,0.013999999999999999
2006-09-17,14056754.456521738,0.013999999999999999
2006-09-18,14058678.923913043,0.013999999999999999
2006-09-19,14060603.391304348,0.013999999999999999
2006-09-20,14062527.858695652,0.013999999999999999
2006-09-21,14064452.326086957,0.013999999999999999
2006-09-22,14066376.793478262,0.013999999999999999
